Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Team,2024-07-10,19:00 (22:30),First qualifying round,Wed,Home,W,4,2
369,1,Stefan Ristovski,mk MKD,DF,32.0,8.0,7.0,651.0,7.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.8,6.0,19.0,28.0,Dinamo Zagreb,,,,,,,,
370,2,Kévin Théophile-Catherine,fr FRA,DF,34.0,7.0,7.0,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,5.0,1.0,Dinamo Zagreb,,,,,,,,
371,3,Raúl Torrente,es ESP,DF,22.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Dinamo Zagreb,,,,,,,,
372,4,Ronaël Pierre-Gabriel,fr FRA,DF,26.0,8.0,6.0,534.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,14.0,19.0,21.0,Dinamo Zagreb,,,,,,,,
373,5,Sandro Kulenović,hr CRO,FW,24.0,7.0,5.0,496.0,5.5,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.8,1.8,0.0,1.8,2.0,1.0,16.0,Dinamo Zagreb,,,,,,,,
374,6,Josip Mišić,hr CRO,MF,30.0,6.0,5.0,482.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,4.0,21.0,1.0,Dinamo Zagreb,,,,,,,,
375,7,Maxime Bernauer,fr FRA,DF,26.0,6.0,5.0,466.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,12.0,2.0,Dinamo Zagreb,,,,,,,,
376,8,Ivan Nevistić,hr CRO,GK,26.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,,,,,,,,
377,9,Marko Rog,hr CRO,MF,29.0,7.0,4.0,364.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.3,4.0,6.0,2.0,Dinamo Zagreb,,,,,,,,
378,10,Marko Pjaca,hr CRO,"FW,MF",29.0,6.0,4.0,341.0,3.8,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,13.0,12.0,16.0,Dinamo Zagreb,,,,,,,,
379,11,Arijan Ademi,mk MKD,MF,33.0,6.0,4.0,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,3.0,9.0,6.0,Dinamo Zagreb,,,,,,,,
380,12,Samy Mmaee,ma MAR,DF,27.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,Dinamo Zagreb,,,,,,,,
381,13,Danijel Zagorac,hr CRO,GK,37.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,,,,,,,,
382,14,Luka Stojkovic,hr CRO,"MF,FW",20.0,6.0,3.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,11.0,7.0,7.0,Dinamo Zagreb,,,,,,,,
383,15,Petar Sucic,hr CRO,MF,20.0,3.0,3.0,263.0,2.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.4,9.0,11.0,15.0,Dinamo Zagreb,,,,,,,,
384,16,Takuya Ogiwara,jp JPN,DF,24.0,3.0,3.0,223.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,5.0,1.0,12.0,Dinamo Zagreb,,,,,,,,
385,17,Lukas Kačavenda,hr CRO,"MF,FW",21.0,6.0,2.0,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,6.0,5.0,7.0,Dinamo Zagreb,,,,,,,,
386,18,Bruno Petković,hr CRO,FW,29.0,3.0,2.0,193.0,2.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,5.0,8.0,Dinamo Zagreb,,,,,,,,
387,19,Dario Špikić,hr CRO,"FW,MF",25.0,5.0,2.0,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,5.0,11.0,Dinamo Zagreb,,,,,,,,
388,20,Branko Pavić,hr CRO,MF,17.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,,,,,,,,
389,21,Arbër Hoxha,al ALB,"DF,MF",25.0,5.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,Dinamo Zagreb,,,,,,,,
390,22,Nathanael Mbuku,cd COD,"FW,MF",22.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,Dinamo Zagreb,,,,,,,,
391,23,Juan Córdoba,co COL,"FW,MF",21.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dinamo Zagreb,,,,,,,,
392,24,Leon Jakirovic,hr CRO,DF,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,,,,,,,,
393,25,Tomas Baković,hr CRO,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dinamo Zagreb,,,,,,,,
394,26,Mislav Čutuk,hr CRO,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dinamo Zagreb,,,,,,,,
395,27,Ivan Filipović,hr CRO,GK,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dinamo Zagreb,,,,,,,,
396,28,Noa Mikić,hr CRO,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dinamo Zagreb,,,,,,,,
397,29,Marko Zebić,hr CRO,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dinamo Zagreb,,,,,,,,
398,0,Gregor Kobel,ch SUI,GK,26.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dortmund,,,,,,,,
399,1,Serhou Guirassy,gn GUI,FW,28.0,14.0,12.0,1083.0,12.0,13.0,4.0,17.0,8.0,5.0,6.0,2.0,0.0,12.3,7.5,2.5,10.0,13.0,26.0,56.0,Dortmund,,,,,,,,
400,2,Nico Schlotterbeck,de GER,DF,24.0,12.0,12.0,1080.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,17.0,89.0,5.0,Dortmund,,,,,,,,
401,3,Julian Ryerson,no NOR,DF,26.0,12.0,11.0,955.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.9,2.1,19.0,29.0,38.0,Dortmund,,,,,,,,
402,4,Julian Brandt,de GER,MF,28.0,13.0,11.0,877.0,9.7,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.5,2.2,26.0,54.0,64.0,Dortmund,,,,,,,,
403,5,Jamie Gittens,eng ENG,"FW,MF",19.0,14.0,11.0,845.0,9.4,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.7,1.7,1.0,2.7,48.0,20.0,88.0,Dortmund,,,,,,,,
404,6,Emre Can,de GER,"DF,MF",30.0,12.0,10.0,942.0,10.5,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.8,0.2,0.1,0.2,6.0,26.0,6.0,Dortmund,,,,,,,,
405,7,Pascal Groß,de GER,"MF,DF",33.0,13.0,10.0,914.0,10.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,3.2,5.0,13.0,59.0,46.0,Dortmund,,,,,,,,
406,8,Marcel Sabitzer,at AUT,MF,30.0,11.0,10.0,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.8,2.1,6.0,39.0,31.0,Dortmund,,,,,,,,
407,9,Karim Adeyemi,de GER,"FW,MF",22.0,10.0,9.0,685.0,7.6,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.6,3.6,34.0,13.0,63.0,Dortmund,,,,,,,,
408,10,Ramy Bensebaini,dz ALG,DF,29.0,12.0,8.0,745.0,8.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.2,2.5,16.0,54.0,24.0,Dortmund,,,,,,,,
409,11,Felix Nmecha,de GER,MF,23.0,9.0,7.0,618.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,8.0,32.0,2.0,Dortmund,,,,,,,,
410,12,Maximilian Beier,de GER,"FW,MF",21.0,12.0,6.0,616.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.4,1.6,7.0,10.0,32.0,Dortmund,,,,,,,,
411,13,Waldemar Anton,de GER,DF,28.0,10.0,6.0,593.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,3.0,27.0,1.0,Dortmund,,,,,,,,
412,14,Daniel Svensson,se SWE,DF,22.0,4.0,4.0,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,7.0,16.0,12.0,Dortmund,,,,,,,,
413,15,Niklas Süle,de GER,DF,28.0,5.0,3.0,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,20.0,0.0,Dortmund,,,,,,,,
414,16,Donyell Malen,nl NED,FW,25.0,5.0,3.0,237.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,0.9,2.5,5.0,3.0,24.0,Dortmund,,,,,,,,
415,17,Julien Duranville,be BEL,"FW,MF",18.0,9.0,2.0,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,16.0,9.0,30.0,Dortmund,,,,,,,,
416,18,Gio Reyna,us USA,"MF,FW",21.0,9.0,2.0,278.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,1.5,2.0,15.0,9.0,Dortmund,,,,,,,,
417,19,Yan Couto,br BRA,DF,22.0,8.0,2.0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,8.0,12.0,19.0,Dortmund,,,,,,,,
418,20,Alexander Meyer,de GER,GK,33.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dortmund,,,,,,,,
419,21,Carney Chukwuemeka,eng ENG,"MF,FW",20.0,3.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,3.0,6.0,4.0,Dortmund,,,,,,,,
420,22,Salih Özcan,tr TUR,MF,26.0,3.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Dortmund,,,,,,,,
421,23,Cole Campbell,us USA,FW,18.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dortmund,,,,,,,,
422,24,Ayman Azhil,ma MAR,MF,23.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dortmund,,,,,,,,
423,25,Elias Benkara,de GER,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
424,26,Almugera Kabar,de GER,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
425,27,Robin Lisewski,pl POL,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
426,28,Marcel Lotka,pl POL,GK,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
427,29,Filippo Mane,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
428,30,Tyler Meiser,de GER,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
429,31,Silas Ostrzinski,de GER,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
430,32,Kjell-Arik Wätjen,de GER,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Dortmund,,,,,,,,
431,0,Dávid Hancko,sk SVK,DF,26.0,12.0,12.0,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.2,1.6,17.0,60.0,15.0,Feyenoord,,,,,,,,
432,1,Igor Paixão,br BRA,FW,24.0,11.0,11.0,918.0,10.2,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4,3.4,22.0,18.0,54.0,Feyenoord,,,,,,,,
433,2,Timon Wellenreuther,de GER,GK,28.0,11.0,10.0,955.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feyenoord,,,,,,,,
434,3,Antoni Milambo,nl NED,MF,19.0,9.0,9.0,762.0,8.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.8,2.0,11.0,23.0,24.0,Feyenoord,,,,,,,,
435,4,Thomas Beelen,nl NED,"DF,MF",23.0,12.0,8.0,829.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,27.0,0.0,Feyenoord,,,,,,,,
436,5,Anis Hadj Moussa,dz ALG,"FW,MF",22.0,11.0,8.0,783.0,8.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,39.0,30.0,72.0,Feyenoord,,,,,,,,
437,6,Gijs Smal,nl NED,"DF,MF",26.0,11.0,8.0,715.0,7.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.6,10.0,29.0,24.0,Feyenoord,,,,,,,,
438,7,Gernot Trauner,at AUT,DF,32.0,9.0,7.0,659.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,4.0,36.0,0.0,Feyenoord,,,,,,,,
439,8,Quinten Timber,nl NED,MF,23.0,7.0,7.0,595.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,9.0,18.0,16.0,Feyenoord,,,,,,,,
440,9,Hwang In-beom,kr KOR,MF,27.0,7.0,7.0,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,7.0,29.0,10.0,Feyenoord,,,,,,,,
441,10,Hugo Bueno,es ESP,"DF,MF",21.0,9.0,6.0,546.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.9,1.2,25.0,20.0,36.0,Feyenoord,,,,,,,,
442,11,Bart Nieuwkoop,nl NED,"DF,MF",28.0,5.0,5.0,348.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,1.0,12.0,14.0,Feyenoord,,,,,,,,
443,12,Ayase Ueda,jp JPN,FW,25.0,8.0,4.0,384.0,4.3,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.7,1.0,0.0,1.0,4.0,3.0,14.0,Feyenoord,,,,,,,,
444,13,Jakub Moder,pl POL,MF,25.0,4.0,4.0,360.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.1,0.3,0.4,0.7,2.0,19.0,15.0,Feyenoord,,,,,,,,
445,14,Ibrahim Osman,gh GHA,"FW,MF",19.0,7.0,4.0,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,12.0,4.0,26.0,Feyenoord,,,,,,,,
446,15,Santiago Giménez,mx MEX,FW,23.0,5.0,4.0,294.0,3.3,5.0,1.0,6.0,4.0,1.0,1.0,1.0,0.0,2.9,2.1,0.1,2.3,4.0,4.0,14.0,Feyenoord,,,,,,,,
447,16,Jordan Lotomba,ch SUI,DF,25.0,5.0,4.0,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,4.0,6.0,6.0,Feyenoord,,,,,,,,
448,17,Givairo Read,nl NED,DF,18.0,3.0,3.0,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,5.0,11.0,10.0,Feyenoord,,,,,,,,
449,18,Julián Carranza,ar ARG,FW,24.0,7.0,2.0,265.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.9,0.0,4.0,6.0,Feyenoord,,,,,,,,
450,19,Luka Ivanušec,hr CRO,"MF,FW",25.0,4.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,4.0,9.0,Feyenoord,,,,,,,,
451,20,Justin Bijlow,nl NED,GK,26.0,2.0,2.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feyenoord,,,,,,,,
452,21,Jeyland Mitchell,cr CRC,DF,19.0,7.0,1.0,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,Feyenoord,,,,,,,,
453,22,Ramiz Zerrouki,dz ALG,MF,26.0,4.0,1.0,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,Feyenoord,,,,,,,,
454,23,Calvin Stengs,nl NED,"MF,FW",25.0,3.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,Feyenoord,,,,,,,,
455,24,Zepiqueno Redmond,nl NED,"FW,MF",18.0,2.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,Feyenoord,,,,,,,,
456,25,Aymen Sliti,nl NED,FW,18.0,1.0,1.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,Feyenoord,,,,,,,,
457,26,Chris Nadje,fr FRA,"MF,FW",22.0,3.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,1.0,3.0,3.0,Feyenoord,,,,,,,,
458,27,Gjivai Zechiël,nl NED,MF,20.0,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.0,Feyenoord,,,,,,,,
459,28,Facundo González,uy URU,DF,21.0,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Feyenoord,,,,,,,,
460,29,Plamen Andreev,bg BUL,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
461,30,Mannou Berger,nl NED,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
462,31,Djomar Giersthove,nl NED,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
463,32,Ismail Ka,nl NED,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
464,33,Thijs Kraaijeveld,nl NED,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
465,34,Jan Plug,nl NED,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
466,35,Tobias Elshout Van Den,nl NED,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
467,36,Shiloh ’t Zand,nl NED,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Feyenoord,,,,,,,,
468,0,Paulo Gazzaniga,ar ARG,GK,32.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona,,,,,,,,
469,1,Ladislav Krejčí,cz CZE,DF,25.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,36.0,2.0,Girona,,,,,,,,
470,2,Miguel Gutiérrez,es ESP,"MF,DF",23.0,6.0,6.0,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,12.0,26.0,34.0,Girona,,,,,,,,
471,3,Donny van de Beek,nl NED,"MF,FW",27.0,7.0,6.0,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.4,7.0,24.0,22.0,Girona,,,,,,,,
472,4,Bryan Gil,es ESP,"FW,MF",23.0,6.0,6.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.4,1.9,20.0,17.0,48.0,Girona,,,,,,,,
473,5,Oriol Romeu,es ESP,MF,32.0,6.0,5.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,3.0,19.0,2.0,Girona,,,,,,,,
474,6,Alejandro Francés,es ESP,DF,21.0,6.0,5.0,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,10.0,26.0,17.0,Girona,,,,,,,,
475,7,Arnau Martinez,es ESP,"DF,MF",21.0,5.0,5.0,414.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.3,0.4,11.0,14.0,17.0,Girona,,,,,,,,
476,8,Iván Martín,es ESP,MF,25.0,7.0,5.0,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.1,5.0,11.0,8.0,Girona,,,,,,,,
477,9,Viktor Tsyhankov,ua UKR,FW,26.0,5.0,5.0,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,1.4,10.0,9.0,21.0,Girona,,,,,,,,
478,10,Juanpe,es ESP,DF,33.0,5.0,4.0,391.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.0,11.0,0.0,Girona,,,,,,,,
479,11,David López,es ESP,DF,34.0,5.0,4.0,368.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,15.0,1.0,Girona,,,,,,,,
480,12,Yangel Herrera,ve VEN,MF,26.0,5.0,4.0,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.7,2.0,20.0,8.0,Girona,,,,,,,,
481,13,Daley Blind,nl NED,DF,34.0,4.0,4.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,3.0,18.0,6.0,Girona,,,,,,,,
482,14,Arnaut Danjuma,nl NED,FW,27.0,7.0,3.0,389.0,4.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,1.0,2.3,34.0,12.0,38.0,Girona,,,,,,,,
483,15,Bojan Miovski,mk MKD,FW,25.0,4.0,3.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.8,0.0,0.8,0.0,1.0,12.0,Girona,,,,,,,,
484,16,Cristhian Stuani,uy URU,FW,37.0,8.0,2.0,283.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.6,0.8,0.1,0.9,0.0,1.0,9.0,Girona,,,,,,,,
485,17,Yaser Asprilla,co COL,"MF,FW",20.0,6.0,2.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,15.0,18.0,Girona,,,,,,,,
486,18,Abel Ruiz,es ESP,FW,24.0,3.0,2.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,3.0,8.0,Girona,,,,,,,,
487,19,Pau López,es ESP,GK,29.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Girona,,,,,,,,
488,20,Antal Yaakobishvili,hu HUN,DF,20.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Girona,,,,,,,,
489,21,Silvi Clúa,es ESP,MF,19.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Girona,,,,,,,,
490,22,Jhon Solis,co COL,MF,19.0,5.0,0.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Girona,,,,,,,,
491,23,Portu,es ESP,"FW,MF",32.0,5.0,0.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,7.0,Girona,,,,,,,,
492,24,Kim Minsu,kr KOR,MF,18.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Girona,,,,,,,,
493,25,Jastin García,es ESP,DF,20.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Girona,,,,,,,,
494,26,Juan Arango,ve VEN,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
495,27,Ricard Artero,es ESP,MF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
496,28,Marc Aznar,es ESP,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
